,0
58701,7
36953,0
69111,2
47914,0
42317,5
44264,4
27718,3
13647,3
37011,1
38799,8
11397,5
13147,6
4582,8
3228,7
7367,3
10681,9
143,2
18895,3
29813,6
23817,8
68927,8
39472,9
9344,5
14141,7
56117,1
33980,6
29079,6
56207,3
64260,2
18733,9
9261,5
46854,3
20085,0
65120,2
67170,3
21811,1
20167,3
67303,1
25241,6
29238,7
23600,6
38762,5
57986,9
27454,1
52919,4
37040,2
47691,4
57248,5
30699,0
64558,4
786,7
11049,7
63456,3
47553,1
60546,0
18100,7
65599,6
69972,4
15792,7
12379,8
7853,9
153,9
66762,7
13016,8
14873,8
14259,4
52057,5
37394,7
26870,9
17380,7
48091,3
67715,5
32922,6
56398,3
11468,4
63752,4
32363,7
22634,0
4654,1
8055,3
56695,5
54675,1
39930,2
23889,1
30851,4
8926,0
32924,7
66409,9
35853,0
51272,8
1552,9
13393,8
33324,5
2148,6
44755,6
495,3
13865,6
35089,1
50064,7
57196,7
25161,7
32919,8
17308,3
12982,7
66906,2
1364,9
18122,7
19385,6
61607,3
25693,7
51567,2
23345,7
53364,4
29968,1
15696,1
19267,8
3720,0
39895,9
9533,6
26619,0
17272,2
38239,3
19585,5
4920,1
59620,4
4823,3
31376,9
53856,4
15479,4
45421,9
32167,1
16727,9
61868,1
4136,3
67201,4
19572,7
20906,8
51375,0
45156,8
27160,3
2121,0
6858,3
992,3
46041,0
59838,8
48639,7
16149,9
55739,5
7382,5
69670,3
15630,3
26636,5
7366,4
22641,2
21118,8
57473,1
50617,0
20977,7
43194,8
3565,0
61247,9
5840,1
16667,6
69358,0
12861,2
60942,6
22559,6
18984,9
41679,8
36919,0
16075,3
14271,1
14130,2
69716,2
20462,9
46270,8
10313,4
64471,7
23760,7
68135,8
55421,4
45972,2
30435,8
58013,9
4321,0
35929,3
35398,8
68533,3
3174,3
35333,3
42719,1
17587,1
55565,6
20028,2
48128,0
49768,1
26502,1
3114,8
43601,4
55582,0
26655,5
56633,1
68296,3
23110,6
65249,0
51880,8
63656,7
46688,7
64766,5
35228,5
63318,2
47682,7
59470,6
44578,0
3225,8
40860,1
50509,6
20175,0
40566,2
8997,2
45654,9
67782,0
40544,0
14201,7
50742,7
48257,9
69755,8
35908,1
45240,1
38106,0
67925,6
25142,6
10860,9
49699,6
39886,4
56416,7
6937,2
49178,6
17451,4
36686,6
29062,1
55756,7
5529,2
55830,0
5398,0
11360,1
14380,8
17285,0
57233,6
67739,2
58565,7
35897,1
10740,5
53998,9
49589,3
8320,5
48467,4
43880,8
56095,7
5269,7
34629,3
10891,5
14820,0
50256,0
24700,7
59825,3
41993,4
32769,4
35474,7
53855,7
57670,9
13327,8
69086,6
21709,1
43459,5
9196,0
39725,5
67758,6
55118,8
2155,8
19782,1
64180,2
4011,3
19846,5
33302,0
11962,4
61304,9
32016,9
30890,4
38591,1
49737,0
44643,7
12352,2
15323,9
2895,3
23065,5
63143,1
9269,0
68954,4
32634,2
8683,6
42511,5
47028,4
47892,8
55514,7
41856,0
16562,1
6464,6
26532,8
67935,2
60892,2
56148,6
29491,7
64384,2
18300,2
27761,2
68951,0
26081,3
40875,8
14904,4
69571,9
34678,8
15927,4
28610,4
1301,2
23991,0
17517,9
1230,1
46040,1
27094,0
53645,9
34085,3
4368,9
41081,9
52982,2
27025,1
65151,4
56477,4
13854,0
6080,2
19041,8
35369,5
6568,1
58866,0
28060,5
18557,7
44243,0
12746,1
19989,7
13276,5
22813,8
29245,1
25186,8
7995,8
41910,7
36536,1
32574,0
37845,6
24658,8
61382,4
44462,3
9599,1
4631,6
65348,4
240,8
48821,6
15424,8
29511,8
12197,4
62874,7
65447,9
27155,7
66277,5
44229,2
27314,5
32439,1
56754,3
7465,0
34635,8
62894,0
65435,0
51720,8
65323,1
35289,1
52116,3
1820,9
2410,1
31601,4
8243,4
28464,4
39405,5
54339,3
16576,2
69563,8
37333,9
47685,2
29991,3
24326,3
13929,3
145,5
6391,2
34886,9
42818,0
36547,7
41785,6
37729,3
2809,4
63261,3
33266,1
11445,1
33686,2
66554,2
46158,1
46032,9
57769,0
37052,0
16678,3
24746,2
228,3
67958,5
52172,5
35509,2
13329,7
11703,7
47116,8
64112,8
9271,2
66119,7
43881,4
6001,0
54870,8
4897,7
5583,0
51517,2
28229,7
40635,1
28899,5
19894,1
33896,3
66267,7
67665,1
10400,5
34335,9
43066,5
34474,5
23834,4
3153,8
10364,1
11523,5
40067,7
215,3
49664,1
39008,2
62334,7
23488,3
26950,9
64017,4
9824,5
35693,9
43258,0
9637,3
45212,5
58806,1
35489,2
56597,9
24277,6
69971,2
40277,0
35427,1
24426,5
65424,9
55105,0
1449,3
39620,0
26312,2
13799,0
27812,6
63080,3
47922,2
1551,3
47551,1
28307,8
66813,5
67464,9
49112,9
29670,3
10832,4
48517,1
41821,2
34273,0
6054,7
49748,3
31875,5
36993,9
51702,2
41401,0
62287,1
23824,5
9130,1
39536,4
35967,8
69539,9
6449,4
7951,1
28132,3
14626,8
50197,0
62196,9
15804,5
51796,9
37203,7
64604,0
11357,6
60983,8
65669,0
62413,5
13668,9
64720,0
31105,6
14645,8
48474,2
53639,2
18445,4
21029,0
58264,9
27388,1
3775,8
53150,8
16374,5
5596,7
34758,8
27125,4
42065,2
23649,3
48476,2
66074,2
26957,7
62699,2
36942,2
66273,4
41505,8
41984,2
23308,1
29424,6
1907,0
15581,0
25855,3
10143,9
9916,3
41311,9
21991,1
33751,6
40801,0
38248,9
21452,6
47662,9
21181,4
53634,5
52814,9
24327,4
43254,2
56099,1
37425,0
39182,4
15386,6
26181,6
35918,6
66022,9
52721,4
53965,4
48629,1
9265,9
38737,4
47766,9
44659,8
62487,5
52091,8
30480,0
48222,9
29086,1
50492,0
11516,7
34159,5
33214,0
40205,3
65886,6
8802,9
67275,6
54958,8
33139,3
38914,0
14559,0
42543,5
17796,6
11695,5
28386,6
51408,6
16766,6
54970,5
22504,4
34980,1
5603,5
59966,6
8881,6
22388,9
38185,6
4938,2
46202,7
20008,4
3158,8
20651,4
9158,0
31973,2
463,5
50906,3
63488,6
51482,4
62982,1
615,8
6380,1
20213,3
61826,0
49530,0
44066,6
45763,2
8181,8
17719,7
46279,3
16574,5
2716,1
36736,5
26220,9
15240,1
30022,9
5178,7
52949,4
69590,5
52335,2
42771,0
22706,0
46407,1
65858,7
40157,6
51046,4
25783,0
21045,8
47124,0
49839,2
40537,1
23474,4
6221,7
65797,8
58533,2
13386,8
54146,9
42267,5
28129,9
7037,0
15474,3
44414,2
48665,2
10570,2
15511,3
64173,2
63312,5
65077,7
55192,8
66818,0
63772,2
51333,3
6358,7
67471,9
61957,2
53144,4
6691,5
10785,2
15881,9
31898,6
33798,7
41932,9
51372,1
28350,1
42256,6
1577,5
23122,4
15859,7
32335,1
9947,5
36561,6
20039,7
54962,9
20711,4
21493,2
57454,1
17551,9
32728,7
67868,0
31186,5
48669,4
56838,5
54883,5
35685,2
5586,6
56240,6
14605,7
39094,8
48674,2
31670,6
1515,6
53464,8
60430,1
35139,3
3432,8
51415,0
20863,0
4239,0
19773,7
34158,1
893,2
50642,2
39867,4
26426,9
46805,5
5074,0
24900,1
25791,4
15187,2
2933,5
32330,3
29265,1
44130,0
43705,1
11970,9
69289,5
28022,4
1129,2
731,3
11110,2
30329,2
3084,9
64152,5
7297,8
37356,6
45264,3
31926,5
2795,9
25363,7
7601,2
798,7
22616,6
17118,5
65386,9
51396,4
178,2
44237,6
61084,0
17558,5
13798,0
59199,1
59175,0
42598,2
17174,6
68146,9
32567,5
59125,6
27777,5
32966,0
47411,3
24648,4
61431,2
56827,4
29769,6
16932,1
52491,5
12940,5
53623,9
58531,4
49036,6
23849,7
11772,2
43492,3
38498,4
59658,1
50292,1
46045,6
4616,4
15103,0
7533,1
65047,4
48623,5
66,6
69956,1
37480,7
21598,2
44220,1
15689,7
68124,7
5033,4
39683,0
35340,2
68685,4
20225,0
17006,5
9873,8
38990,3
787,0
3332,3
30966,1
62532,6
7987,3
6008,0
24162,6
8334,2
49423,4
69019,7
58755,6
6297,3
46216,8
43628,7
32264,2
1191,7
45246,3
515,2
30734,0
49630,8
30024,6
37244,3
59123,8
27223,2
21435,2
57617,8
23283,7
43000,9
65531,0
50185,0
1001,7
14622,7
18982,6
17898,4
6191,9
56168,2
14175,4
40005,3
5753,3
34836,5
40581,2
41004,2
16252,8
24920,9
15905,2
54673,5
1462,9
47975,3
24299,3
18255,2
60321,2
37344,8
67932,3
56361,2
42624,8
27464,2
66602,0
7349,1
53775,6
56344,5
4818,6
63382,6
46994,6
220,2
26337,7
30607,1
12632,1
19937,1
61930,2
27773,9
4603,2
61360,1
51628,6
37016,5
22499,8
51200,9
60093,3
50210,3
63212,2
39255,4
7036,4
59251,6
42224,0
55231,3
45201,9
5650,7
28311,4
17632,3
1378,3
57204,7
5622,0
45826,5
29863,8
2881,7
18061,3
42058,1
22444,0
901,6
18981,4
39932,9
51448,2
44362,2
34949,4
8488,6
42481,6
61497,7
30232,6
51137,5
23464,0
8219,1
44432,1
1627,1
6772,5
12021,5
47204,5
61075,1
14678,8
11440,1
66236,5
48940,9
2159,1
28967,6
40025,4
2580,3
40734,3
67952,9
34924,6
4340,0
68452,4
42330,4
35461,4
59738,1
18771,6
46511,6
1073,4
21638,2
17065,8
37298,7
29351,2
62766,6
32626,7
3159,3
38353,9
35755,9
21292,1
34650,2
21398,1
31334,8
61752,5
18324,0
19680,2
52686,5
5974,3
3729,1
490,3
22092,3
33949,1
1375,1
37782,1
49002,1
31658,2
60758,9
61503,3
17010,3
4758,4
30341,6
10304,6
52712,9
6040,3
28756,6
59111,9
2841,8
36948,0
51413,9
36854,8
42422,1
63723,9
2887,2
60973,6
8876,5
20923,8
69921,6
45039,9
23067,0
39439,7
14997,7
22837,8
41979,9
17750,1
68062,5
61260,7
45349,0
19023,7
17575,3
5602,2
32894,6
13921,0
5730,0
14745,8
56356,7
5296,8
52349,8
59644,9
45747,3
52090,8
13851,9
2962,4
17696,7
25274,1
42939,7
55131,9
28379,7
20918,9
55371,1
42833,8
44306,1
40437,8
56759,2
61078,4
6869,6
43894,8
56234,3
21042,2
45760,0
43240,2
9943,6
9643,1
14892,1
45429,4
29709,7
39661,1
39449,7
38196,1
9190,4
28706,4
21650,8
3786,9
69841,5
34552,3
60526,3
29809,0
39884,3
49646,4
4683,6
42814,2
4270,0
32113,6
60204,1
34806,5
20425,4
42049,5
19281,4
57710,5
68824,6
1141,8
45203,2
48664,1
40644,1
3340,4
65597,4
19037,6
32230,6
44463,6
38679,2
14287,7
58885,7
41863,3
60313,3
41282,1
2031,4
21473,6
62712,3
17197,8
7235,5
59872,1
60123,6
12755,4
15327,7
30951,2
55432,3
20590,5
46751,0
29850,7
1079,4
18610,9
48219,6
38328,1
50494,6
28091,2
66758,1
27281,0
50971,2
59213,7
65066,6
58508,8
52413,2
38417,2
27672,2
26026,7
48068,4
14318,5
28805,6
14506,7
36630,4
2936,2
57763,7
56232,6
3917,2
30063,6
58861,0
34457,0
26299,6
28112,2
66787,9
47115,5
33073,6
36824,0
52592,8
52151,9
38599,0
9837,1
50383,5
9706,3
35081,7
30720,3
26027,0
14308,6
55408,0
44439,3
34581,5
19880,1
53473,2
58981,7
41798,5
2062,6
6470,8
17400,5
56652,7
6477,8
53051,0
59400,5
52719,8
60610,4
38220,7
11279,1
57174,8
29831,8
16940,3
29122,4
62036,7
42674,0
22403,4
37038,1
8531,0
43129,0
20470,3
23047,3
9095,6
19522,4
66138,4
32092,0
16972,8
36133,2
51822,5
5515,5
11781,3
8226,2
15310,4
24604,4
35163,1
62217,0
65796,3
5506,5
26478,3
51322,7
924,5
40902,5
69696,2
58233,8
12070,4
60666,7
50505,8
11706,5
41439,6
35892,9
22057,7
30916,6
19158,1
40388,2
6559,3
61077,4
37292,6
41913,4
57608,3
12720,3
42614,0
12466,8
57563,9
41183,8
9627,2
5798,3
28557,1
22366,3
61583,8
38650,7
9782,8
44116,9
27832,4
66056,8
52248,1
26025,9
18565,1
61822,6
19627,6
17857,4
63509,8
38871,4
39516,5
29793,6
67350,3
27843,9
13009,4
41850,3
65799,2
15882,0
31097,9
15966,2
32698,5
63851,1
49056,7
25785,1
38308,6
33189,3
26347,6
48849,3
59050,9
58502,2
18690,8
24849,2
65461,1
16555,6
3956,1
5606,5
22195,9
45825,2
24846,0
44148,5
34493,1
58090,7
1184,6
26140,3
42742,4
58187,9
49556,3
65747,3
33672,2
19878,3
8346,4
50013,8
7797,8
26123,3
56548,6
6089,3
2080,5
65449,2
40696,1
46621,3
67498,5
7933,2
10846,2
12177,6
9316,6
24594,9
51797,0
11927,6
9927,7
7211,4
21061,6
6533,8
61164,7
5209,9
35414,1
10073,2
49593,6
43390,7
8448,9
39164,6
34246,0
28926,7
692,4
48217,5
30225,1
30499,5
39133,7
6411,1
51307,8
54337,8
7370,2
34069,7
7837,1
47645,9
36483,4
67429,4
64550,9
24495,0
28633,3
5037,6
52774,2
30979,7
7354,5
16122,0
11618,3
27151,7
507,1
48785,4
61816,4
8947,6
12242,8
63965,3
10310,4
50435,0
8921,2
17027,8
1539,2
9121,1
5867,2
45875,5
22490,1
13029,0
11569,5
45436,3
390,2
29001,9
17576,4
31728,4
28369,2
42832,8
56809,6
55512,6
11350,7
61861,1
25081,8
41203,8
64757,0
15540,3
27241,8
14693,0
946,2
14327,1
14414,1
21164,2
35932,8
35315,2
18157,5
60354,1
33040,6
20827,0
36386,8
27405,6
48291,3
7008,6
46546,2
17304,0
4633,4
57656,6
40475,6
27052,2
30133,2
38367,6
9290,9
28931,8
15989,1
36405,5
57724,4
21199,0
33367,0
40874,6
67825,7
1893,8
60739,5
20746,1
30771,8
1466,6
12615,4
48994,6
4837,4
42431,5
60197,6
46121,8
28621,7
55734,5
68934,8
54478,7
39346,0
63014,1
63927,9
13331,5
56396,8
44950,2
25625,9
23154,0
52975,2
17241,2
40745,3
2035,6
61269,2
42932,1
43059,0
17883,1
52664,3
57514,6
6828,6
7130,0
16626,3
47315,8
7371,0
5594,8
47291,1
47234,1
66757,1
54383,6
7493,6
24704,9
26681,8
66844,2
69825,9
50733,2
14389,5
49052,8
4042,7
50519,9
4078,6
47014,6
62047,6
64427,2
32467,8
25216,9
30791,2
15960,6
21316,6
34753,9
20245,6
40542,2
60824,1
9726,8
16709,2
48924,9
63108,3
43298,3
20955,0
13666,9
40222,7
864,9
22394,4
56063,5
23382,1
36634,4
43116,2
33377,1
37419,4
68494,3
30005,4
25256,8
56918,6
58255,5
34782,1
61158,4
60519,4
5060,5
9615,1
53370,9
57823,6
17046,2
7697,7
61587,6
28835,0
27564,1
53687,1
43646,6
7189,3
5573,3
6135,1
20811,9
10553,6
5247,2
21153,3
59095,0
30564,1
11085,7
19053,2
16663,3
32083,1
31899,7
27236,8
14859,1
41486,5
7452,6
5197,7
62008,3
26270,3
13210,6
63477,9
48803,9
28992,0
22191,6
45256,5
51033,1
21067,9
56392,7
5543,1
54745,4
48287,0
43169,0
29978,9
59754,6
65912,3
17653,2
29092,8
51502,7
58741,1
34152,0
33783,9
33065,2
8635,3
64892,5
62559,5
56997,4
15029,9
48443,2
14209,8
29327,6
3009,4
15216,3
2537,5
49346,6
40130,4
46250,2
41777,1
39321,0
10770,5
48899,2
21889,1
55913,6
21684,6
320,0
7135,0
61386,7
11984,8
35422,3
58251,6
44910,5
52550,2
26627,4
33654,1
2176,4
31831,3
3178,3
65780,3
14758,1
38751,1
1161,9
20666,8
22337,0
287,5
26206,5
46418,5
54460,3
10068,1
4675,8
46686,7
53865,8
39560,1
44331,6
60380,0
26553,5
66444,0
23165,3
59222,2
25491,7
28164,4
3121,9
41347,8
63928,5
13861,4
57062,8
45896,8
691,1
35349,3
6364,8
64140,8
69526,4
16428,0
20323,6
39876,8
41743,0
35733,8
3969,3
4926,0
23862,1
22692,9
53311,6
3092,4
21097,0
12748,0
65853,6
45283,2
52347,5
22927,9
15972,9
52003,5
49241,5
38724,1
25095,7
60372,0
20855,6
61692,0
46142,1
65552,1
28202,0
16524,7
18443,0
23527,3
12205,0
31422,2
32006,6
32766,8
4686,0
4922,6
39553,3
5877,6
64486,8
42316,1
32443,9
16459,4
22831,1
41198,6
25006,4
47365,4
39567,6
69739,0
61922,1
50705,2
55026,8
24816,7
60410,7
25553,3
45865,7
47224,1
47947,1
39169,1
5695,8
66457,8
40149,8
50772,1
38346,3
8307,5
25933,9
6782,5
66587,8
68209,8
1609,2
31980,1
34785,8
35739,0
63768,0
46806,4
46335,1
35699,1
16508,1
50258,8
1814,4
25416,1
62993,7
2123,1
56635,0
13704,3
54786,1
31721,8
67953,0
14191,8
20435,7
40469,9
43461,7
49877,7
59807,2
49028,2
41938,5
33576,9
66258,6
58819,0
21438,2
40031,8
3722,2
58579,4
9417,6
4552,3
50599,4
19601,3
41247,1
3164,9
52227,3
39531,0
1657,8
57221,0
10589,5
57796,9
19094,1
55468,9
40317,9
37034,7
16806,9
38084,6
58001,3
27877,5
19229,2
53218,2
33769,1
36966,6
35186,4
58219,3
36343,6
55878,5
52999,5
50113,6
3558,5
59550,3
45226,5
28807,6
13598,6
5313,4
13699,5
62653,5
4827,6
46799,7
57530,4
47101,2
29134,9
39791,4
9343,7
47929,7
61381,2
37663,0
37952,8
50225,1
61584,8
22908,6
62780,2
46999,5
18279,4
10283,0
40863,2
18019,1
18323,2
51618,0
27042,5
17387,5
15086,7
24042,3
53822,5
12306,4
7566,0
29227,1
14719,7
60294,0
58829,0
69326,8
5368,0
29425,2
30143,1
11795,2
17369,2
44036,1
24366,1
22553,4
66880,5
13269,9
9275,9
9460,6
2462,1
49420,1
52732,7
67564,2
49223,9
42222,9
61602,6
8848,6
59993,5
39613,9
47111,8
62671,7
43618,7
5454,9
66443,9
34217,2
48617,8
29432,7
18816,7
54710,4
1587,5
39454,1
65006,0
31417,9
41574,4
62901,4
29631,4
6078,9
50042,0
10956,6
34393,6
4006,8
39019,6
18395,2
5898,9
2866,2
14011,7
67582,1
30266,4
16968,9
20316,9
34028,4
20922,5
34484,2
60652,1
55161,5
4298,7
55798,6
3783,4
33776,0
7347,2
53592,9
10377,7
56561,3
67622,5
57535,7
45927,1
13026,3
25105,2
1987,2
69487,2
56683,1
35440,9
16260,3
60281,9
25464,8
31508,2
23576,1
25901,6
54195,8
19309,6
65785,2
40953,8
51493,1
45939,0
34812,6
6589,9
13780,6
29523,4
28820,3
23929,3
67810,0
4765,6
26177,9
6511,1
20566,7
18782,5
6305,5
15641,6
32299,3
67150,1
12392,3
61899,8
49422,8
10703,5
69762,3
8002,2
31954,6
44041,8
50248,9
31349,3
55805,0
5698,0
3358,3
69650,7
61576,7
44523,4
20389,9
48003,8
48847,5
4567,4
13255,7
55755,5
32551,7
12497,0
1961,5
4992,8
55021,7
25954,5
27323,8
38134,5
35944,3
56889,8
307,7
51257,3
67251,4
56563,4
1051,1
68819,1
11410,5
9221,1
57616,8
10234,6
41830,2
34642,3
58817,8
23666,7
58160,0
67674,3
13682,8
25832,5
65727,6
25068,6
13233,0
45397,7
28054,8
57767,8
22800,2
60006,4
28810,6
58226,6
16061,1
52265,6
29963,7
15549,5
18074,1
57415,3
54200,6
19692,8
63627,8
36639,5
13409,9
46922,4
35554,1
66881,6
34485,7
35464,9
31027,9
53664,1
43391,2
66379,3
31923,9
50799,1
47764,4
64093,9
30676,5
44369,1
33885,7
34524,8
49649,5
39519,8
52509,5
56830,6
52495,2
18108,3
68818,0
16279,4
51148,0
45536,5
42933,4
336,4
18931,8
68502,5
2985,7
10878,1
15916,4
53772,2
11669,9
20862,2
19942,5
46675,5
29437,6
63400,7
19800,7
57021,8
12100,3
49500,0
9018,0
49850,4
14079,1
11874,3
25805,1
63293,2
8263,5
63909,2
8597,3
6901,4
29932,2
50818,6
54722,3
3262,0
48920,0
46151,7
20789,7
1630,4
33037,7
1881,2
13900,7
37842,5
34700,6
35303,1
32954,5
44739,8
59174,9
11151,9
23569,6
20527,4
69064,4
62790,5
6587,7
17618,1
36683,5
65982,5
14031,6
49996,0
54353,1
28378,1
64729,1
31379,3
43856,5
58870,5
38862,2
9486,6
45991,5
54219,7
28018,1
33455,7
41185,5
10345,1
30134,4
25566,5
69567,7
19520,4
38230,9
46525,3
23906,5
59287,9
22765,9
19583,0
34057,0
45541,1
69597,2
10692,1
23741,0
10335,6
69617,6
45066,0
44673,5
47893,7
15830,5
15735,4
18263,0
18814,3
12453,7
38225,1
67074,2
60931,4
11349,7
44825,9
4131,7
16351,2
57980,7
15408,8
42043,3
55863,7
46172,4
25479,4
61799,7
37099,0
54567,4
26616,8
65149,2
57124,5
67510,4
68083,6
45619,3
2775,5
32101,4
25338,6
35179,4
48225,9
34314,7
69686,2
35903,5
5750,6
14715,4
55571,9
31085,7
9076,8
27230,9
33998,1
56583,2
15160,0
52446,3
46830,2
42788,6
64418,2
29768,6
3327,6
59546,5
54199,3
22250,7
25517,2
46223,8
39350,8
51539,1
21119,4
5021,6
23559,1
14995,1
22439,8
69200,1
67093,2
53027,0
19173,5
25380,4
19404,4
5213,6
57433,1
3255,7
56541,1
4627,9
34087,2
12192,4
4529,5
44435,3
59821,4
23470,1
61169,5
9941,9
61845,3
66486,5
18062,4
39104,8
64575,4
917,2
29877,8
19288,5
570,2
36182,8
47574,6
63185,0
46646,6
19610,5
52113,7
66952,5
53535,0
14026,3
25613,4
52691,0
5232,2
14211,8
30257,9
35595,1
22164,1
5741,7
33418,1
11094,5
56984,0
39850,0
33340,5
36289,5
10922,1
67546,6
46287,9
66505,9
23993,1
36607,9
65206,5
17375,8
52656,2
33687,0
43469,1
32933,3
6644,5
62767,3
14334,0
25525,7
61114,3
35618,5
63344,6
60815,3
28302,6
46754,4
69383,6
37228,6
50626,8
14908,8
64286,0
33724,6
41258,5
35503,9
38437,7
50357,0
28901,1
12391,7
16103,9
66516,4
65901,6
2103,1
33457,1
35959,0
19259,7
25183,6
20884,1
69865,0
29063,4
15899,9
16544,2
203,3
22867,5
20324,6
68075,8
69884,7
37701,8
24031,6
43395,4
52198,6
27526,5
65133,0
44948,9
37019,4
47788,9
31709,2
22588,7
12226,1
51877,6
53442,9
28453,2
16767,5
31455,5
7485,0
4886,6
49522,8
60593,9
52953,2
27216,5
21839,1
43307,7
41609,0
6859,1
10625,0
33722,3
40172,5
64551,7
38712,3
67122,6
16999,7
60935,5
51727,5
32821,9
39178,8
59049,8
56233,7
69302,7
44516,7
66025,4
45913,8
17374,2
35740,0
34693,9
35710,1
35931,4
19996,5
41003,3
63972,6
44386,4
20176,4
11577,0
58847,4
59197,0
32172,4
34660,3
16633,5
64712,5
21639,9
54319,4
44535,4
55612,9
17889,8
670,3
14683,4
48008,2
47664,9
42239,4
9277,1
33665,0
66622,1
8026,4
2890,0
24123,8
67677,7
27197,8
66954,7
22335,2
26946,6
33402,9
45276,0
49683,4
2382,8
68780,3
6476,7
47937,4
36945,9
37548,5
11064,5
25307,1
38759,5
55480,7
2763,9
51717,3
2581,0
41153,8
51759,3
43442,5
23185,2
42215,3
34872,8
37405,1
67419,7
4234,3
4994,0
49810,3
4434,8
11676,1
717,4
43954,4
68627,8
27048,8
14671,6
33272,6
59191,9
51831,0
42056,3
9359,8
30075,2
47897,9
10655,8
30698,9
36468,0
40142,1
32130,0
50940,3
65048,7
39082,7
12816,5
36413,8
192,0
30009,0
69324,1
15810,5
61744,6
58692,9
61510,5
37158,0
28916,3
10799,9
67893,3
65774,4
12207,1
43937,5
66749,6
56053,3
5618,2
30049,9
8640,2
49170,8
36320,8
15534,3
8328,6
43370,4
54935,8
3453,5
44942,4
47221,7
49298,9
47861,8
46313,8
29345,0
43939,0
21113,6
41458,2
30954,4
69985,2
13917,8
44049,2
14955,5
41605,9
69206,9
5520,1
54316,6
61934,1
32115,3
44589,0
23199,4
1700,1
59848,6
51925,0
27518,3
6968,0
16322,8
32854,2
66197,6
56358,6
67434,4
17413,1
136,3
23408,8
30816,2
11087,8
61753,1
62061,0
48516,2
67766,7
14387,7
26489,7
32828,5
57620,2
3606,3
21225,5
35098,4
2187,7
12356,1
15954,7
63059,7
47406,0
35436,1
64450,1
68188,7
49393,5
18452,1
35529,2
25500,7
5103,2
13652,9
31781,8
56704,0
13261,6
35842,7
25398,3
7296,4
31707,9
29493,8
54122,5
41094,5
28927,9
7352,7
46218,6
10751,5
24417,3
47195,3
5668,5
38506,7
43427,7
49831,8
63610,4
4458,7
20025,8
12855,6
18257,7
19296,2
43803,5
8024,2
24170,5
29061,3
43516,4
23248,7
33458,1
10103,4
1014,7
869,0
14924,1
43326,2
7610,7
5283,7
60030,3
26149,3
58671,7
34397,8
12625,3
50489,1
53053,5
27586,4
10442,6
67309,8
5039,6
21869,9
60128,8
54318,2
62943,1
1134,2
43764,1
10278,3
62956,5
10451,5
4017,5
4138,3
44816,5
66395,8
29943,7
2426,1
60686,3
50516,3
7674,8
50931,1
19874,5
30981,9
24351,7
12905,6
2093,6
1920,2
65618,5
42051,8
60272,1
62912,1
41243,5
55276,7
1813,5
2994,1
48442,4
15438,1
62260,2
55561,6
42137,3
2642,0
40387,7
29084,9
18689,8
67794,2
54330,2
36963,9
45800,9
12360,0
3849,0
1306,7
34510,8
19233,4
30109,7
16193,3
26990,0
61842,2
64619,6
22547,4
30949,3
60710,5
4117,9
65303,6
41167,6
32088,4
22625,3
45833,0
59778,3
28230,0
14256,6
1988,2
62120,4
25917,6
62875,9
16901,8
10561,8
55312,3
54845,3
25991,2
51913,9
55633,9
22931,1
45270,8
3765,2
68608,7
46220,4
7846,0
26049,7
31802,2
887,9
23620,5
10808,9
19552,1
16523,0
59722,4
19581,0
112,1
16199,7
37327,7
53747,0
46289,0
11442,9
11254,7
24335,5
11889,5
43526,9
17266,2
19477,9
64887,0
27798,8
16835,1
56408,9
1481,5
32298,0
4986,2
52815,4
35531,3
58002,0
13794,7
389,9
39194,0
18624,9
10578,5
56184,4
27962,6
45814,3
37564,1
50445,9
26400,9
4173,7
18919,3
34675,2
24618,2
41328,7
33919,6
50719,6
44814,6
68967,6
53312,8
34998,7
174,1
18287,3
25675,5
41520,7
36176,6
1538,6
35060,0
42291,8
37125,8
62021,5
21644,4
66216,5
13050,9
68007,0
33276,3
32934,2
13689,1
65942,0
19456,5
7263,3
20583,7
10728,3
33872,4
2610,8
42712,8
2800,4
31845,8
11108,8
11156,1
32920,7
27128,9
67015,2
52874,2
68668,6
30881,2
47135,0
3273,8
64425,9
10014,7
45046,3
57615,2
15088,6
18375,3
2708,1
28884,8
5141,6
27127,5
7214,3
16589,4
65458,6
30106,6
25711,5
23064,8
13156,2
35517,6
60957,3
57649,2
51001,2
22412,1
26564,4
60142,3
45475,0
20466,7
22318,3
38578,6
57727,0
38402,4
53459,4
67140,3
34148,5
3832,5
32252,7
49976,2
37544,6
57149,3
37044,6
37726,5
69662,3
43884,0
7415,3
6614,0
27056,4
16673,9
61250,6
10775,3
19991,1
47068,4
62433,2
15523,1
30908,4
14270,8
45095,4
46976,4
45026,8
63353,1
31555,2
20954,8
68586,1
13869,8
42351,1
39464,9
20700,9
47857,8
50574,5
8275,1
43798,7
2179,3
61844,1
7812,9
45607,5
63814,5
42998,8
66668,6
59979,1
22626,7
67626,1
46002,2
2871,3
56575,1
63043,0
26536,9
34540,8
64503,2
43361,7
64789,8
34681,1
9256,1
12602,3
29961,1
30099,9
24729,1
15417,6
63232,4
51313,8
52160,3
63811,2
66641,8
4956,3
45740,4
53521,1
19149,2
20313,2
20058,1
3696,9
9171,5
28482,1
53574,8
55841,6
25242,7
19702,5
40695,5
23816,9
12297,9
66732,2
27413,2
5722,2
43463,0
68595,0
4967,8
63227,1
18601,4
24532,3
19710,6
36777,9
69817,8
18020,7
22601,0
27691,3
55388,5
45242,9
31312,9
